danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.443,0.462,-5.205,1,0.0329,0.662,0.0,0.111,0.239,120.999,0,0,0,0,0,0,0,0,1,0,0,0
0.259,0.526,-13.228,1,0.0502,0.0332,2.64e-05,0.568,0.162,135.483,0,0,0,0,0,0,0,1,0,0,0,0
0.702,0.857,-6.031,0,0.0345,0.014,1.73e-05,0.306,0.731,130.003,1,0,0,0,0,0,0,0,0,0,0,0
0.675,0.746,-5.531,1,0.0288,0.12,0.0,0.121,0.533,99.99,0,0,0,0,0,0,0,0,1,0,0,0
0.457,0.768,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,0,0,0,0,0,0,0,0,0,1,0,0
0.686,0.753,-4.167,0,0.304,0.321,0.0,0.353,0.55,100.499,0,0,0,0,0,0,0,0,0,0,0,1
0.732,0.194,-18.319,1,0.273,0.99,0.888,0.11,0.467,146.186,0,0,0,0,0,0,0,1,0,0,0,0
0.82,0.977,-4.161,1,0.0679,0.314,2.9e-06,0.324,0.949,146.047,0,0,0,0,0,0,0,0,1,0,0,0
0.284,0.364,-15.026,1,0.0315,0.607,0.541,0.24,0.0703,102.307,0,0,0,1,0,0,0,0,0,0,0,0
0.464,0.425,-7.368,1,0.0288,0.592,0.0,0.133,0.161,107.951,1,0,0,0,0,0,0,0,0,0,0,0
0.19,0.822,-12.577,1,0.148,3.23e-05,0.761,0.153,0.848,77.928,0,1,0,0,0,0,0,0,0,0,0,0
0.595,0.451,-12.987,0,0.0288,0.0106,0.929,0.0962,0.779,133.671,0,0,0,0,0,0,0,0,0,1,0,0
0.81,0.873,-1.196,0,0.0973,0.0345,0.0,0.11,0.929,100.048,1,0,0,0,0,0,0,0,0,0,0,0
0.73,0.4,-7.062,1,0.0613,0.0346,0.00222,0.256,0.487,83.509,0,0,0,0,0,0,0,0,1,0,0,0
0.588,0.977,-3.164,1,0.184,0.00539,0.0,0.258,0.83,175.005,0,0,0,0,0,0,1,0,0,0,0,0
0.678,0.812,-2.275,1,0.0538,0.468,0.0,0.561,0.922,125.098,0,0,0,0,0,0,0,0,0,0,0,1
0.927,0.367,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,0,0,0,0,0,0,0,0,0,1,0,0
0.406,0.96,-3.633,1,0.105,0.00533,0.0,0.154,0.477,182.012,0,0,0,0,0,1,0,0,0,0,0,0
0.555,0.384,-10.133,1,0.0318,0.535,0.0,0.155,0.34,129.995,0,0,0,0,0,0,0,0,0,0,0,1
0.47,0.124,-18.936,1,0.0522,0.938,7.56e-05,0.198,0.911,117.189,0,0,0,0,0,0,0,0,0,1,0,0
0.602,0.315,-15.164,0,0.0296,0.662,0.927,0.35,0.281,80.07,0,1,0,0,0,0,0,0,0,0,0,0
0.576,0.709,-5.722,1,0.0327,0.00514,8.69e-05,0.125,0.579,140.003,0,0,1,0,0,0,0,0,0,0,0,0
0.876,0.512,-11.092,0,0.352,0.425,0.0,0.17,0.887,139.86,0,1,0,0,0,0,0,0,0,0,0,0
0.271,0.0328,-21.903,0,0.0387,0.994,0.00258,0.0947,0.0797,82.175,0,1,0,0,0,0,0,0,0,0,0,0
0.722,0.322,-12.588,0,0.0387,0.443,0.741,0.0827,0.285,119.982,0,0,0,0,0,0,0,0,0,1,0,0
0.517,0.663,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,0,0,0,0,0,0,1,0,0,0,0,0
0.307,0.828,-3.37,0,0.0966,0.00321,0.0,0.171,0.2,149.863,0,0,0,0,0,0,0,0,0,0,1,0
0.595,0.938,-2.923,1,0.0554,0.00133,5.62e-06,0.0771,0.818,139.99,0,0,0,0,0,0,0,0,0,1,0,0
0.298,0.187,-16.155,1,0.0396,0.871,0.83,0.113,0.106,126.192,1,0,0,0,0,0,0,0,0,0,0,0
0.698,0.725,-3.838,1,0.0306,0.569,0.0,0.0838,0.621,110.126,1,0,0,0,0,0,0,0,0,0,0,0
0.652,0.605,-14.632,0,0.0728,0.231,0.000327,0.119,0.588,141.765,0,0,0,0,0,1,0,0,0,0,0,0
0.366,0.983,-5.82,0,0.131,3.23e-06,0.851,0.152,0.133,103.952,0,0,0,0,0,0,0,0,0,0,1,0
0.374,0.985,-5.575,1,0.0861,5.32e-05,0.106,0.34,0.373,98.858,0,0,0,0,0,1,0,0,0,0,0,0
0.691,0.776,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,1,0,0,0,0,0,0,0,0,0,0,0
0.646,0.593,-6.955,0,0.0492,0.377,2.45e-06,0.298,0.959,97.98,0,0,0,0,0,0,0,0,0,0,0,1
0.761,0.559,-6.534,0,0.536,0.627,0.0,0.0947,0.568,79.845,0,0,0,1,0,0,0,0,0,0,0,0
0.553,0.883,-6.515,1,0.0523,0.0101,0.627,0.0704,0.0352,123.997,0,0,0,0,0,0,0,0,0,1,0,0
0.759,0.493,-13.899,0,0.0639,0.000117,0.733,0.199,0.335,133.774,0,0,0,0,0,0,0,0,0,0,1,0
0.698,0.757,-5.821,1,0.0447,0.0827,0.0,0.195,0.349,95.03,1,0,0,0,0,0,0,0,0,0,0,0
0.31,0.964,-6.64,1,0.122,0.00316,0.0868,0.672,0.409,130.531,0,1,0,0,0,0,0,0,0,0,0,0
0.865,0.174,-16.536,1,0.875,0.361,0.0,0.115,0.822,129.041,1,0,0,0,0,0,0,0,0,0,0,0
0.23,0.332,-11.348,1,0.0321,0.415,4.47e-06,0.0776,0.2,186.519,1,0,0,0,0,0,0,0,0,0,0,0
0.85,0.645,-6.302,0,0.0611,0.358,1.12e-05,0.09,0.93,104.022,0,0,0,0,0,0,0,0,0,0,0,1
0.393,0.838,-6.417,1,0.0482,0.0207,0.0269,0.168,0.159,88.17,0,0,0,0,1,0,0,0,0,0,0,0
0.784,0.653,-11.758,1,0.101,0.0203,0.894,0.106,0.0754,136.005,0,1,0,0,0,0,0,0,0,0,0,0
0.503,0.0895,-17.979,0,0.0332,0.958,0.87,0.108,0.303,107.86,0,0,1,0,0,0,0,0,0,0,0,0
0.583,0.449,-7.05,1,0.0306,0.71,0.559,0.111,0.0694,116.896,0,0,1,0,0,0,0,0,0,0,0,0
0.238,0.233,-13.837,0,0.0468,0.875,0.344,0.122,0.0412,173.586,0,0,0,0,1,0,0,0,0,0,0,0
0.611,0.381,-13.504,1,0.0581,0.795,0.0,0.346,0.259,125.928,1,0,0,0,0,0,0,0,0,0,0,0
0.792,0.516,-7.686,1,0.227,0.183,0.0,0.0474,0.524,140.075,0,0,1,0,0,0,0,0,0,0,0,0
0.229,0.86,-5.824,1,0.0554,0.0593,0.000999,0.0901,0.158,86.337,0,0,0,0,0,0,0,0,0,1,0,0
0.838,0.64,-6.163,1,0.0312,0.383,3.13e-06,0.415,0.793,122.044,0,0,0,0,0,0,0,0,0,0,1,0
0.781,0.71,-7.118,1,0.029,0.0968,0.237,0.0929,0.332,124.995,0,0,1,0,0,0,0,0,0,0,0,0
0.598,0.576,-9.442,0,0.0551,0.767,0.00182,0.128,0.494,107.997,0,0,0,0,0,0,0,0,0,0,0,1
0.201,0.777,-10.167,1,0.0705,0.304,0.78,0.0981,0.235,145.733,0,1,0,0,0,0,0,0,0,0,0,0
0.284,0.609,-7.299,1,0.0337,0.176,0.0,0.401,0.121,139.954,0,0,0,0,0,0,0,1,0,0,0,0
0.658,0.715,-7.416,0,0.269,0.0174,0.0,0.307,0.543,189.895,0,0,0,0,0,0,0,0,0,0,1,0
0.614,0.33,-11.539,0,0.0894,0.688,4.53e-05,0.137,0.726,126.019,0,0,0,0,0,0,0,0,0,1,0,0
0.598,0.487,-7.325,1,0.028,0.789,0.0,0.215,0.408,106.082,0,0,0,0,0,0,0,0,0,1,0,0
0.575,0.995,-4.363,1,0.326,0.0022,0.59,0.357,0.0389,150.01,0,0,0,0,0,0,0,1,0,0,0,0
0.633,0.481,-16.158,1,0.0565,0.775,0.926,0.196,0.277,101.231,0,1,0,0,0,0,0,0,0,0,0,0
0.479,0.884,-3.263,0,0.0355,0.582,0.000155,0.187,0.742,93.336,0,0,0,0,0,0,0,1,0,0,0,0
0.431,0.683,-7.271,1,0.283,0.725,2.17e-06,0.773,0.444,76.788,0,0,1,0,0,0,0,0,0,0,0,0
0.525,0.138,-23.333,0,0.0433,0.971,0.858,0.105,0.267,161.957,0,0,0,0,0,1,0,0,0,0,0,0
0.55,0.726,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,0,0,1,0,0,0,0,0,0,0,0,0
0.478,0.429,-10.607,1,0.0348,0.45,0.0,0.114,0.681,141.499,0,0,0,0,1,0,0,0,0,0,0,0
0.537,0.539,-6.911,1,0.0324,0.236,0.0,0.383,0.668,186.037,0,0,0,0,0,0,0,1,0,0,0,0
0.51,0.53,-6.532,1,0.0312,0.319,0.0,0.102,0.136,135.726,0,0,0,1,0,0,0,0,0,0,0,0
0.542,0.957,-2.493,1,0.0853,0.0327,0.0,0.0544,0.388,137.031,0,0,1,0,0,0,0,0,0,0,0,0
0.278,0.182,-17.244,1,0.0445,0.977,0.605,0.177,0.0627,128.494,0,1,0,0,0,0,0,0,0,0,0,0
0.716,0.728,-14.349,1,0.0356,0.162,0.00301,0.243,0.749,148.298,0,0,0,0,0,0,0,1,0,0,0,0
0.796,0.908,-3.215,1,0.0871,0.0838,0.000199,0.0893,0.634,130.017,0,0,0,0,0,0,0,1,0,0,0,0
0.241,0.921,-6.97,1,0.176,1.05e-05,0.833,0.0969,0.129,103.431,0,0,0,0,0,0,0,0,0,1,0,0
0.684,0.437,-10.522,1,0.0491,0.742,1.63e-05,0.224,0.964,107.607,0,0,0,0,0,0,0,0,0,1,0,0
0.65,0.158,-18.728,1,0.0386,0.968,0.829,0.113,0.276,91.994,1,0,0,0,0,0,0,0,0,0,0,0
0.669,0.394,-10.638,1,0.0483,0.659,0.0482,0.115,0.564,73.026,0,0,0,0,0,0,0,1,0,0,0,0
0.356,0.0186,-26.729,1,0.042,0.991,0.929,0.0996,0.154,84.753,0,0,0,0,0,0,0,0,0,1,0,0
0.528,0.502,-6.797,0,0.0301,0.103,0.329,0.112,0.27,115.184,0,0,0,0,0,0,0,0,0,0,1,0
0.287,0.186,-13.963,0,0.0342,0.916,0.0329,0.166,0.532,58.628,1,0,0,0,0,0,0,0,0,0,0,0
0.577,0.95,-3.689,1,0.067,9.44e-05,1.52e-06,0.382,0.704,139.962,0,0,1,0,0,0,0,0,0,0,0,0
0.88,0.575,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,0,0,0,0,0,0,1,0,0,0,0,0
0.884,0.814,-3.493,0,0.101,0.472,0.0,0.638,0.499,89.994,0,0,0,0,0,1,0,0,0,0,0,0
0.6,0.866,-4.599,1,0.0477,0.000839,0.0,0.094,0.676,127.056,0,0,0,0,1,0,0,0,0,0,0,0
0.628,0.761,-7.842,0,0.0461,0.305,2.24e-05,0.0805,0.813,90.993,0,0,0,0,0,0,0,0,0,0,0,1
0.708,0.491,-8.637,0,0.0369,0.331,0.00412,0.0828,0.232,110.017,0,0,0,0,0,0,0,0,0,0,0,1
0.444,0.766,-3.648,1,0.0322,0.059,0.0,0.269,0.393,148.023,1,0,0,0,0,0,0,0,0,0,0,0
0.521,0.724,-6.003,0,0.105,0.00463,0.76,0.168,0.0588,170.08,0,0,0,1,0,0,0,0,0,0,0,0
0.528,0.911,-4.115,1,0.0323,0.000756,0.0,0.0712,0.652,146.02,0,0,1,0,0,0,0,0,0,0,0,0
0.233,0.42,-8.104,0,0.0286,0.264,8.7e-05,0.0884,0.0704,107.779,0,0,0,0,0,0,0,0,0,1,0,0
0.562,0.898,-3.543,1,0.0497,0.0164,0.0,0.255,0.505,90.17,0,0,1,0,0,0,0,0,0,0,0,0
0.759,0.714,-7.333,0,0.205,0.223,0.0,0.209,0.5,87.987,0,0,0,0,0,0,1,0,0,0,0,0
0.696,0.679,-11.21,1,0.0377,0.058,0.874,0.1,0.193,121.982,0,1,0,0,0,0,0,0,0,0,0,0
0.817,0.484,-11.659,1,0.143,0.0515,0.000213,0.0391,0.671,100.978,0,0,0,0,0,0,0,1,0,0,0,0
0.488,0.585,-11.757,1,0.0638,0.413,0.08,0.89,0.256,58.975,1,0,0,0,0,0,0,0,0,0,0,0
0.517,0.427,-8.322,1,0.0307,0.682,0.0,0.163,0.34,139.925,0,0,0,0,0,0,0,0,0,0,1,0
0.591,0.429,-8.8,0,0.0331,0.739,0.0,0.219,0.324,108.195,0,0,0,0,0,0,0,0,0,1,0,0
0.543,0.562,-7.705,0,0.045,0.136,1.19e-05,0.156,0.0523,123.135,0,0,0,0,0,0,0,1,0,0,0,0
0.427,0.79,-7.141,0,0.0469,0.05,5.98e-06,0.131,0.44,98.065,0,0,0,0,0,0,0,1,0,0,0,0
0.529,0.973,-4.358,1,0.062,0.00025,0.0379,0.145,0.465,100.018,1,0,0,0,0,0,0,0,0,0,0,0
0.822,0.736,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,0,1,0,0,0,0,0,0,0,0,0,0
0.463,0.33,-10.737,1,0.0384,0.32,0.0818,0.525,0.168,146.649,0,1,0,0,0,0,0,0,0,0,0,0
0.277,0.01,-32.893,0,0.0359,0.98,0.848,0.131,0.0353,102.397,0,0,0,0,1,0,0,0,0,0,0,0
0.705,0.533,-5.66,0,0.338,0.724,0.0,0.189,0.759,66.761,0,0,0,0,0,0,0,0,0,1,0,0
0.427,0.587,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,0,0,1,0,0,0,0,0,0,0,0,0
0.814,0.532,-6.798,0,0.0386,0.363,1.59e-06,0.0842,0.482,121.973,0,0,0,0,1,0,0,0,0,0,0,0
0.595,0.275,-9.815,0,0.0309,0.864,0.0,0.107,0.345,85.752,0,0,0,0,0,0,0,0,1,0,0,0
0.753,0.553,-10.724,0,0.126,0.165,0.861,0.117,0.774,82.853,0,0,0,0,0,0,0,0,0,0,1,0
0.743,0.781,-3.174,1,0.12,0.673,0.0,0.0649,0.877,170.007,0,1,0,0,0,0,0,0,0,0,0,0
0.672,0.925,-4.034,0,0.122,0.00347,0.00315,0.392,0.632,171.373,0,0,0,0,0,0,0,0,0,0,0,1
0.589,0.97,-3.179,1,0.0464,0.109,0.00117,0.228,0.864,179.906,0,0,0,0,0,0,0,0,0,0,0,1
0.626,0.678,-5.305,1,0.271,0.0629,5.51e-06,0.716,0.265,101.828,0,0,1,0,0,0,0,0,0,0,0,0
0.158,0.0296,-20.019,0,0.035,0.812,0.925,0.152,0.0298,76.577,0,0,0,0,0,0,0,0,0,1,0,0
0.948,0.942,-4.298,0,0.0749,0.125,0.0013,0.0496,0.899,122.497,0,0,0,0,1,0,0,0,0,0,0,0
0.519,0.28,-8.109,0,0.0451,0.991,1.49e-06,0.205,0.292,102.36,0,0,0,0,1,0,0,0,0,0,0,0
0.38,0.953,-0.965,1,0.0845,0.000406,1.24e-05,0.0755,0.142,92.485,1,0,0,0,0,0,0,0,0,0,0,0
0.219,0.0882,-28.521,1,0.0393,0.811,0.912,0.1,0.0313,113.624,0,0,0,0,0,0,0,0,0,0,1,0
0.8,0.451,-8.317,1,0.032,0.435,0.919,0.152,0.394,90.063,1,0,0,0,0,0,0,0,0,0,0,0
0.479,0.716,-6.663,1,0.228,0.0624,0.000685,0.0814,0.338,109.748,1,0,0,0,0,0,0,0,0,0,0,0
0.482,0.894,-4.361,1,0.174,0.00111,2.07e-05,0.285,0.516,185.129,0,0,1,0,0,0,0,0,0,0,0,0
0.385,0.432,-8.397,0,0.0581,0.574,0.0,0.193,0.19,94.843,0,0,0,0,0,0,0,0,0,1,0,0
0.441,0.743,-5.598,1,0.0586,0.0465,0.0,0.835,0.33,107.133,0,0,0,0,0,0,0,0,0,0,0,1
0.627,0.908,-5.369,0,0.0401,0.0454,0.0,0.329,0.781,134.985,0,0,0,0,0,0,1,0,0,0,0,0
0.65,0.514,-7.85,0,0.108,0.189,0.0,0.134,0.363,149.999,0,0,0,0,0,0,0,0,0,1,0,0
0.212,0.786,0.353,1,0.0636,7.01e-05,0.0,0.12,0.413,115.451,0,0,0,0,1,0,0,0,0,0,0,0
0.831,0.758,-4.227,1,0.0761,0.107,0.92,0.068,0.902,96.293,1,0,0,0,0,0,0,0,0,0,0,0
0.719,0.673,-3.721,1,0.399,0.378,0.0,0.139,0.131,127.888,0,0,0,0,0,0,0,0,0,1,0,0
0.165,0.436,-7.921,1,0.0341,0.72,0.0,0.225,0.314,175.835,0,0,1,0,0,0,0,0,0,0,0,0
0.682,0.846,-5.119,1,0.0525,0.018,0.0,0.0957,0.423,129.993,1,0,0,0,0,0,0,0,0,0,0,0
0.733,0.689,-6.52,1,0.0309,0.613,0.0,0.101,0.929,121.912,0,0,0,0,0,0,0,0,0,1,0,0
0.844,0.523,-10.636,0,0.173,0.263,0.0,0.214,0.951,142.495,0,0,0,0,0,0,0,0,0,0,0,1
0.431,0.697,-5.063,1,0.0535,0.49,0.0,0.167,0.446,201.9,0,1,0,0,0,0,0,0,0,0,0,0
0.641,0.936,-3.209,0,0.115,0.00559,0.178,0.897,0.481,174.054,0,0,0,0,1,0,0,0,0,0,0,0
0.814,0.74,-5.738,1,0.145,0.165,0.0,0.111,0.7,138.069,1,0,0,0,0,0,0,0,0,0,0,0
0.678,0.737,-7.146,1,0.029,0.321,0.000416,0.188,0.774,129.166,0,0,1,0,0,0,0,0,0,0,0,0
0.519,0.709,-7.744,0,0.0649,0.0444,0.0,0.0857,0.688,89.974,0,0,0,0,0,0,0,0,0,0,1,0
0.721,0.438,-10.715,1,0.0924,0.959,0.459,0.0702,0.644,103.161,1,0,0,0,0,0,0,0,0,0,0,0
0.209,0.128,-17.708,1,0.0402,0.978,0.94,0.119,0.0253,66.335,0,0,1,0,0,0,0,0,0,0,0,0
0.671,0.182,-13.321,1,0.0293,0.983,0.0154,0.123,0.336,107.872,1,0,0,0,0,0,0,0,0,0,0,0
0.623,0.461,-13.426,0,0.0383,0.033,0.00982,0.114,0.192,123.031,0,0,0,0,0,0,0,0,0,1,0,0
0.402,0.99,-2.934,0,0.126,1.85e-05,0.549,0.0749,0.481,82.341,0,0,0,0,0,0,0,0,1,0,0,0
0.371,0.773,-4.333,0,0.034,0.000201,0.781,0.153,0.12,174.019,0,0,0,0,0,0,1,0,0,0,0,0
0.334,0.995,-3.6,1,0.224,0.000585,0.00203,0.519,0.0677,132.456,0,0,0,0,0,0,0,1,0,0,0,0
0.621,0.824,-4.643,1,0.028,0.000243,6.88e-05,0.376,0.728,104.052,1,0,0,0,0,0,0,0,0,0,0,0
0.676,0.677,-5.385,1,0.0256,0.0196,1.57e-06,0.157,0.941,93.046,0,0,0,0,1,0,0,0,0,0,0,0
0.532,0.448,-13.169,0,0.241,0.671,0.939,0.0978,0.13,123.034,0,0,0,0,0,0,0,1,0,0,0,0
0.902,0.656,-5.746,1,0.288,0.455,0.0,0.0989,0.587,99.979,0,0,0,0,0,0,0,0,0,1,0,0
0.446,0.5,-9.069,1,0.0624,0.11,0.0,0.134,0.472,77.243,0,0,0,0,0,0,0,1,0,0,0,0
0.433,0.995,-4.437,1,0.15,3.8e-05,0.000426,0.421,0.353,99.979,0,0,0,0,0,0,0,0,0,0,0,1
0.514,0.63,-5.896,1,0.0316,0.192,1.16e-06,0.138,0.206,80.06,1,0,0,0,0,0,0,0,0,0,0,0
0.637,0.46,-9.07,1,0.0384,0.855,4.8e-05,0.114,0.345,93.955,0,0,0,1,0,0,0,0,0,0,0,0
0.283,0.806,-6.017,0,0.0555,0.00442,0.243,0.283,0.261,67.651,0,0,0,0,0,0,0,0,0,1,0,0
0.546,0.672,-5.988,0,0.0744,0.146,0.0,0.216,0.551,134.576,0,0,0,0,1,0,0,0,0,0,0,0
0.685,0.319,-14.189,1,0.0569,0.657,0.931,0.156,0.151,127.001,0,0,0,0,0,1,0,0,0,0,0,0
0.608,0.477,-11.155,0,0.0424,0.674,4.83e-06,0.126,0.604,124.947,1,0,0,0,0,0,0,0,0,0,0,0
0.45,0.574,-6.568,1,0.0393,0.908,0.0289,0.126,0.321,145.674,0,0,0,0,0,0,1,0,0,0,0,0
0.636,0.857,-2.921,1,0.0707,0.0117,0.569,0.0997,0.192,172.042,0,1,0,0,0,0,0,0,0,0,0,0
0.467,0.683,-6.072,1,0.0277,0.0146,0.00101,0.179,0.133,130.014,1,0,0,0,0,0,0,0,0,0,0,0
0.738,0.806,-6.383,1,0.0467,0.582,0.0246,0.113,0.646,100.084,1,0,0,0,0,0,0,0,0,0,0,0
0.594,0.636,-8.512,0,0.372,0.572,0.0,0.104,0.474,84.908,0,0,0,0,0,0,0,0,0,0,1,0
0.684,0.847,-6.52,0,0.273,0.148,3.53e-05,0.0842,0.551,158.046,0,0,0,0,0,0,0,0,0,1,0,0
0.816,0.505,-9.111,1,0.0457,0.691,0.0015,0.121,0.397,94.639,0,1,0,0,0,0,0,0,0,0,0,0
0.718,0.748,-9.315,0,0.0367,0.0885,5.72e-05,0.0779,0.963,99.014,0,0,0,0,0,0,0,0,0,1,0,0
0.587,0.732,-8.097,1,0.0317,0.055,0.924,0.247,0.747,96.848,0,0,0,0,0,1,0,0,0,0,0,0
0.725,0.419,-8.079,1,0.0329,0.661,0.000817,0.184,0.697,129.127,0,0,0,0,0,0,0,0,0,0,1,0
0.471,0.329,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107,1,0,0,0,0,0,0,0,0,0,0,0
0.74,0.687,-9.084,0,0.202,0.00935,0.0544,0.117,0.154,145.956,1,0,0,0,0,0,0,0,0,0,0,0
0.57,0.691,-7.173,0,0.0335,0.00481,0.0826,0.556,0.119,126.957,0,0,0,0,0,0,0,0,0,1,0,0
0.516,0.899,-5.899,1,0.0573,0.00336,0.00168,0.19,0.465,130.572,0,1,0,0,0,0,0,0,0,0,0,0
0.695,0.921,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,1,0,0,0,0,0,0,0,0,0,0,0
0.816,0.324,-11.807,0,0.169,0.567,0.883,0.0917,0.677,164.794,0,0,0,0,0,0,0,0,0,1,0,0
0.531,0.787,-5.24,1,0.0452,0.548,1.41e-05,0.0813,0.693,88.943,1,0,0,0,0,0,0,0,0,0,0,0
0.606,0.816,-3.945,0,0.0543,0.45,0.0,0.457,0.533,152.006,0,0,0,0,1,0,0,0,0,0,0,0
0.383,0.49,-6.991,1,0.0318,0.007,0.00578,0.118,0.062,124.182,0,0,0,0,0,0,1,0,0,0,0,0
0.427,0.587,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,0,0,1,0,0,0,0,0,0,0,0,0
0.795,0.736,-12.712,1,0.61,0.485,0.0,0.334,0.953,91.411,0,0,0,0,0,1,0,0,0,0,0,0
0.626,0.758,-4.643,0,0.0436,0.0152,0.0,0.14,0.821,130.047,0,0,0,0,0,1,0,0,0,0,0,0
0.429,0.957,-3.069,0,0.107,0.000212,1.87e-06,0.0682,0.249,136.142,0,1,0,0,0,0,0,0,0,0,0,0
0.486,0.903,-6.418,1,0.0712,0.0414,2.33e-05,0.926,0.943,200.104,0,0,0,0,1,0,0,0,0,0,0,0
0.503,0.959,-3.07,1,0.0623,0.059,0.882,0.312,0.119,174.014,1,0,0,0,0,0,0,0,0,0,0,0
0.615,0.811,-7.308,1,0.0377,0.346,0.00063,0.382,0.419,137.996,1,0,0,0,0,0,0,0,0,0,0,0
0.754,0.752,-10.233,0,0.0434,7.46e-05,0.862,0.0834,0.161,139.998,0,0,0,0,1,0,0,0,0,0,0,0
0.512,0.93,-4.343,1,0.0508,0.17,0.00119,0.561,0.677,100.542,0,0,0,0,0,0,0,0,0,1,0,0
0.634,0.29,-11.163,1,0.0318,0.878,0.0017,0.138,0.688,109.972,0,0,0,0,0,1,0,0,0,0,0,0
0.476,0.899,-8.709,1,0.0335,0.00134,0.865,0.11,0.512,136.477,1,0,0,0,0,0,0,0,0,0,0,0
0.652,0.696,-7.248,0,0.0373,0.795,0.00589,0.311,0.675,100.013,0,0,0,0,0,0,0,1,0,0,0,0
0.235,0.199,-13.207,1,0.0431,0.993,0.00312,0.254,0.0771,178.844,0,0,0,0,0,0,0,0,0,1,0,0
0.76,0.82,-3.521,0,0.037,0.44,0.0,0.0596,0.712,125.038,0,1,0,0,0,0,0,0,0,0,0,0
0.575,0.805,-6.763,1,0.0556,0.508,0.0,0.49,0.929,160.003,1,0,0,0,0,0,0,0,0,0,0,0
0.172,0.951,-5.129,0,0.0992,0.0,0.886,0.115,0.197,122.02,0,0,0,0,0,0,1,0,0,0,0,0
0.351,0.714,-7.648,0,0.0386,0.542,0.0,0.547,0.483,93.393,1,0,0,0,0,0,0,0,0,0,0,0
0.657,0.929,-3.812,0,0.0406,0.127,0.0,0.118,0.65,129.465,0,0,0,0,0,0,0,0,0,1,0,0
0.798,0.744,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,0,0,0,0,0,0,0,1,0,0,0,0
0.655,0.502,-7.962,1,0.0349,0.579,0.0,0.117,0.368,123.931,0,0,0,0,0,0,0,0,1,0,0,0
0.227,0.86,-8.939,1,0.22,0.402,0.53,0.229,0.0394,67.323,0,0,0,0,0,0,0,0,0,0,1,0
0.702,0.749,-3.743,1,0.0327,0.0443,0.0,0.0839,0.818,138.004,0,0,0,0,0,0,0,0,0,0,0,1
0.617,0.367,-10.419,0,0.0334,0.583,0.0,0.288,0.346,137.946,0,0,0,0,0,0,1,0,0,0,0,0
0.558,0.92,-10.974,1,0.0722,0.0101,0.927,0.994,0.113,173.886,0,0,0,0,0,0,0,0,0,1,0,0
0.74,0.42,-14.764,1,0.314,0.52,0.673,0.127,0.372,77.012,0,0,0,0,0,0,0,1,0,0,0,0
0.586,0.78,-6.002,1,0.295,0.766,0.0379,0.989,0.925,114.595,0,0,1,0,0,0,0,0,0,0,0,0
0.644,0.432,-10.909,0,0.0363,0.757,0.708,0.273,0.0862,87.03,0,0,0,0,0,0,0,0,0,0,1,0
0.29,0.988,-4.11,1,0.156,0.000677,0.857,0.171,0.04,144.949,0,0,0,0,0,0,0,0,0,0,1,0
0.395,0.976,-4.553,1,0.137,0.00735,0.000222,0.379,0.334,184.011,0,0,0,0,0,0,0,1,0,0,0,0
0.529,0.942,-5.233,1,0.0695,0.00346,0.176,0.0961,0.433,150.023,0,0,0,0,0,0,0,1,0,0,0,0
0.311,0.711,-7.991,1,0.0396,0.0432,0.828,0.432,0.198,134.088,0,0,0,0,1,0,0,0,0,0,0,0
0.388,0.914,-5.475,1,0.356,0.00105,0.0166,0.367,0.187,172.915,0,0,0,0,0,0,0,1,0,0,0,0
0.312,0.937,-3.994,0,0.0504,0.00301,0.182,0.288,0.257,137.993,0,0,0,0,0,0,0,0,1,0,0,0
0.42,0.174,-15.309,0,0.137,0.9,0.0,0.376,0.135,172.358,0,0,1,0,0,0,0,0,0,0,0,0
0.307,0.713,-11.607,1,0.0899,0.0937,0.781,0.185,0.117,135.675,0,1,0,0,0,0,0,0,0,0,0,0
0.373,0.474,-7.856,0,0.031,0.736,9.26e-05,0.287,0.387,101.918,0,0,0,0,0,0,0,0,1,0,0,0
0.826,0.627,-6.198,1,0.0365,0.00134,0.0065,0.0984,0.931,124.996,0,1,0,0,0,0,0,0,0,0,0,0
0.403,0.953,-4.574,1,0.182,0.023,0.000814,0.186,0.252,193.93,1,0,0,0,0,0,0,0,0,0,0,0
0.793,0.666,-6.195,1,0.0598,0.118,2.48e-05,0.296,0.783,119.985,0,0,0,0,0,0,0,1,0,0,0,0
0.607,0.912,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,0,0,0,0,0,0,0,0,1,0,0,0
